id;url;price;rooms;is_apartments;total_area;living_area;kitchen_area;floor;total_floors;material;price_per_sqm;first_floor;last_floor;is_brick;is_panel;is_monolith;repair;has_balcony;log_total_area;log_price
330316869;https://www.cian.ru/sale/flat/330316869;6200000.0;1.0;0;42.4;18.0;11.0;9;12;Кирпичный;146226.41509433964;0;0;1;0;0;1.0;1;3.7471483622379123;15.64005985001532
329874299;https://www.cian.ru/sale/flat/329874299;1690000.0;2.0;0;23.3;15.3;3.0;3;5;Кирпичный;72532.18884120171;0;0;1;0;0;1.0;0;3.1484533605716547;14.340239086899256
330668997;https://www.cian.ru/sale/flat/330668997;4880000.0;3.0;0;85.6;60.0;9.0;3;4;Кирпичный;57009.345794392524;0;0;1;0;0;1.0;1;4.449685283147696;15.40065577782933
323058366;https://www.cian.ru/sale/flat/323058366;2280000.0;3.0;0;42.5;31.0;6.0;3;5;Кирпичный;53647.05882352941;0;0;1;0;0;0.0;0;3.7495040759303713;14.639686000930624
329143088;https://www.cian.ru/sale/flat/329143088;3500000.0;3.0;0;61.0;46.0;6.5;5;5;Панельный;57377.04918032787;0;1;0;1;0;0.0;1;4.110873864173311;15.068273526459642
329933144;https://www.cian.ru/sale/flat/329933144;5890000.0;2.0;0;49.0;27.0;6.0;9;10;Кирпичный;120204.08163265306;0;0;1;0;0;1.0;1;3.8918202981106265;15.58876655562777
328257202;https://www.cian.ru/sale/flat/328257202;10300000.0;3.0;0;71.3;41.0;15.0;3;10;Кирпичный;144460.0280504909;0;0;1;0;0;1.0;1;4.26689632742025;16.147654453199863
320209577;https://www.cian.ru/sale/flat/320209577;7000000.0;2.0;1;87.4;70.4;12.0;4;4;Кирпичный;80091.53318077803;0;1;1;0;0;2.0;1;4.470495282661489;15.761420707019587
329906760;https://www.cian.ru/sale/flat/329906760;5520000.0;1.0;0;39.5;14.0;19.2;13;22;Монолитный;139746.83544303797;0;0;0;0;1;0.0;0;3.676300671907076;15.523888418253279
328223670;https://www.cian.ru/sale/flat/328223670;5450000.0;3.0;0;74.0;42.4;10.6;9;10;Блочный;73648.64864864865;0;0;0;0;0;1.0;0;4.30406509320417;15.511126166639427
330480914;https://www.cian.ru/sale/flat/330480914;4350000.0;3.0;0;75.0;45.0;9.0;9;9;Панельный;58000.0;0;1;0;1;0;1.0;1;4.31748811353631;15.285686403064867
331374838;https://www.cian.ru/sale/flat/331374838;2650000.0;2.0;0;44.3;28.0;6.8;2;5;Кирпичный;59819.41309255079;0;0;1;0;0;0.0;0;3.7909846770510898;14.790070197962406
321693101;https://www.cian.ru/sale/flat/321693101;6100000.0;3.0;0;71.9;43.0;9.0;1;10;Кирпичный;84840.05563282337;1;0;1;0;0;1.0;1;4.275276264727001;15.623799329143539
